supplier_url
https://www.vitkac.com/pl/p/dress-cocco-cult-gaia-dress-blk-1810796
https://www.vitkac.com/pl/p/cherish-pumps-saint-laurent-shoes-1665725
https://www.vitkac.com/pl/p/heeled-shoes-courreges-shoes-black-1745694
